score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer
724000,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2019,Automatic,Petrol,1,14154,65530
718000,Maruti,Ciaz,DELTA AT 1.5 SHVS PETROL,2020,Automatic,Petrol,1,14037,52083
714000,Tata,ALTROZ,XZ PLUS PETROL,2022,Manual,Petrol,1,13959,17756
709000,Maruti,Ertiga,ZXI,2016,Manual,Petrol,1,13861,58426
709000,Honda,Amaze,1.5L I-DTEC VX CVT,2019,Automatic,Diesel,1,13861,88883
707000,Hyundai,NEW I20,SPORTZ 1.2 AT,2021,Automatic,Petrol,2,13822,30970
704000,Volkswagen,Polo,1.0 GT TSI AT,2021,Automatic,Petrol,2,13763,72312
703000,Maruti,Swift,ZXI PLUS,2022,Manual,Petrol,1,13744,17554
702000,Volkswagen,Vento,HIGHLINE PLUS 1.2 AT,2019,Automatic,Petrol,2,13724,44083
700000,Hyundai,GRAND I10 NIOS,SPORTZ 1.0 TURBO GDI,2022,Manual,Petrol,1,13685,13434
698000,Honda,Amaze,1.2L I-VTEC VX,2021,Manual,Petrol,1,13646,13243
698000,Hyundai,AURA,SX 1.2,2023,Manual,Petrol,1,13646,22160
698000,Renault,Duster,RXS OPT CVT,2019,Automatic,Petrol,1,13646,45630
696000,Ford,Ecosport,TITANIUM + 1.5L DIESEL,2018,Manual,Diesel,1,13607,79730
694000,Hyundai,VENUE,SX 1.0 (O) TURBO IMT,2020,Manual,Petrol,2,13568,40294
694000,Hyundai,NEW I20,ASTA 1.2 AT,2021,Automatic,Petrol,2,13568,40458
692000,Hyundai,GRAND I10 NIOS,ASTA AMT 1.2 KAPPA VTVT,2023,Automatic,Petrol,1,13529,46973
689000,Maruti,Baleno,ZETA PETROL 1.2,2021,Manual,Petrol,1,13470,48244
687000,Renault,TRIBER,RXZ,2023,Manual,Petrol,1,13431,17463
686000,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,2018,Automatic,Petrol,1,13411,45091
685000,Maruti,Ciaz,ALPHA 1.5 SHVS PETROL,2019,Manual,Petrol,1,13392,58788
682000,Maruti,Dzire,VXI AMT,2023,Automatic,Petrol,1,13333,66725
681000,Hyundai,Creta,E PLUS 1.6 PETROL,2018,Manual,Petrol,1,13314,89793
681000,Tata,NEXON,XM SUNROOF PETROL,2020,Manual,Petrol,1,13314,17918
679680,Tata,ALTROZ,XZ PETROL,2021,Manual,Petrol,1,13288,29615
678000,Mahindra,TUV300,T6 PLUS,2019,Manual,Diesel,1,13255,27013
677000,Maruti,New Wagon-R,ZXI PLUS 1.2 AMT DUAL TONE,2024,Automatic,Petrol,1,13235,19530
675000,Honda,WR-V,1.5L I-DTEC VX MT,2018,Manual,Diesel,1,13196,72997
675000,Hyundai,NEW I20,ASTA 1.2 MT,2021,Manual,Petrol,1,13196,44069
674000,Toyota,Glanza,G ISG,2020,Manual,Petrol,1,13177,85102
671000,Tata,ALTROZ,XT PETROL,2022,Manual,Petrol,1,13118,11071
670000,Tata,ALTROZ,XZ DIESEL,2021,Manual,Diesel,1,13099,55380
663000,Skoda,Rapid,AMBITION 1.5 TDI,2019,Manual,Diesel,1,12962,96113
662000,Honda,Amaze,1.2L I-VTEC S,2022,Manual,Petrol,1,12942,15739
